NCircunscripcion;NDepto;CodDepto;CodMpio;NMpio;ZZ;PP;Npuesto;mesa;X;partido;candidato;votos;Votos Elias Vidal;Votos Tous de la Ossa
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;1;I.E. SAN ISIDRO;8;23189_Z2P1M8_I.E. SAN ISIDRO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;9;9;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;1;I.E. SAN ISIDRO;9;23189_Z2P1M9_I.E. SAN ISIDRO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;13;13;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;1;23189_Z2P2M1_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;10;23189_Z2P2M10_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;11;23189_Z2P2M11_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;14;14;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;12;23189_Z2P2M12_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;16;16;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;13;23189_Z2P2M13_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;14;14;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;14;23189_Z2P2M14_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;15;23189_Z2P2M15_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;12;12;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;16;23189_Z2P2M16_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;17;23189_Z2P2M17_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;22;22;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;18;23189_Z2P2M18_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;28;28;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;19;23189_Z2P2M19_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;25;25;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;2;23189_Z2P2M2_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;30;30;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;20;23189_Z2P2M20_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;3;23189_Z2P2M3_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;8;8;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;4;23189_Z2P2M4_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;14;14;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;5;23189_Z2P2M5_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;18;18;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;6;23189_Z2P2M6_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;24;24;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;7;23189_Z2P2M7_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;12;12;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;8;23189_Z2P2M8_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;13;13;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;2;2;I.E.MADRE BERNARDA SEDE CENTR;9;23189_Z2P2M9_I.E.MADRE BERNARDA SEDE CENTR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;26;26;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;1;23189_Z90P1M1_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;24;24;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;2;23189_Z90P1M2_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;3;23189_Z90P1M3_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;4;23189_Z90P1M4_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;27;27;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;5;23189_Z90P1M5_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;26;26;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;6;23189_Z90P1M6_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;18;18;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;7;23189_Z90P1M7_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;25;25;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;8;23189_Z90P1M8_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;21;21;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;90;1;INST EDUC MARCO FIDEL SUAREZ;9;23189_Z90P1M9_INST EDUC MARCO FIDEL SUAREZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;22;22;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;12;PIJIGUAYAL;1;23189_Z99P12M1_PIJIGUAYAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;9;9;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;12;PIJIGUAYAL;2;23189_Z99P12M2_PIJIGUAYAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;12;PIJIGUAYAL;3;23189_Z99P12M3_PIJIGUAYAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;12;PIJIGUAYAL;4;23189_Z99P12M4_PIJIGUAYAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;13;PUNTA DE YANEZ;1;23189_Z99P13M1_PUNTA DE YANEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;56;56;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;13;PUNTA DE YANEZ;2;23189_Z99P13M2_PUNTA DE YANEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;60;60;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;13;PUNTA DE YANEZ;3;23189_Z99P13M3_PUNTA DE YANEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;56;56;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;13;PUNTA DE YANEZ;4;23189_Z99P13M4_PUNTA DE YANEZ;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;11;11;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;16;SAN ANTONIO DEL TACHIRA;1;23189_Z99P16M1_SAN ANTONIO DEL TACHIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;7;7;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;16;SAN ANTONIO DEL TACHIRA;2;23189_Z99P16M2_SAN ANTONIO DEL TACHIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;13;13;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;16;SAN ANTONIO DEL TACHIRA;3;23189_Z99P16M3_SAN ANTONIO DEL TACHIRA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;1;23189_Z99P1M1_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;24;24;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;10;23189_Z99P1M10_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;18;18;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;11;23189_Z99P1M11_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;25;25;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;12;23189_Z99P1M12_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;23;23;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;13;23189_Z99P1M13_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;17;17;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;2;23189_Z99P1M2_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;27;27;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;3;23189_Z99P1M3_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;30;30;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;4;23189_Z99P1M4_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;32;32;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;5;23189_Z99P1M5_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;30;30;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;6;23189_Z99P1M6_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;20;20;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;7;23189_Z99P1M7_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;27;27;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;8;23189_Z99P1M8_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;27;27;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;1;BERASTEGUI;9;23189_Z99P1M9_BERASTEGUI;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;19;19;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;20;SANTIAGO DEL SUR;1;23189_Z99P20M1_SANTIAGO DEL SUR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;2;BUGRE;1;23189_Z99P2M1_BUGRE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;16;16;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;2;BUGRE;2;23189_Z99P2M2_BUGRE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;2;BUGRE;3;23189_Z99P2M3_BUGRE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;12;12;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;1;23189_Z99P3M1_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;2;23189_Z99P3M2_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;3;23189_Z99P3M3_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;9;9;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;4;23189_Z99P3M4_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;5;23189_Z99P3M5_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;6;23189_Z99P3M6_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;7;23189_Z99P3M7_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;3;EL SIGLO;8;23189_Z99P3M8_EL SIGLO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;4;CAMPO BONITO;1;23189_Z99P4M1_CAMPO BONITO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;205;205;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;4;CAMPO BONITO;2;23189_Z99P4M2_CAMPO BONITO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;7;7;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;5;LAGUNETA;1;23189_Z99P5M1_LAGUNETA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;26;26;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;5;LAGUNETA;2;23189_Z99P5M2_LAGUNETA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;37;37;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;5;LAGUNETA;3;23189_Z99P5M3_LAGUNETA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;7;LAS PALMITAS;1;23189_Z99P7M1_LAS PALMITAS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;7;LAS PALMITAS;2;23189_Z99P7M2_LAS PALMITAS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;7;LAS PALMITAS;3;23189_Z99P7M3_LAS PALMITAS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;10;10;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;7;LAS PALMITAS;4;23189_Z99P7M4_LAS PALMITAS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;8;LAS PIEDRAS;1;23189_Z99P8M1_LAS PIEDRAS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;9;LOS MIMBRES;1;23189_Z99P9M1_LOS MIMBRES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;28;28;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;9;LOS MIMBRES;2;23189_Z99P9M2_LOS MIMBRES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;27;27;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;9;LOS MIMBRES;3;23189_Z99P9M3_LOS MIMBRES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;25;25;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;9;LOS MIMBRES;4;23189_Z99P9M4_LOS MIMBRES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;13;13;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;9;LOS MIMBRES;5;23189_Z99P9M5_LOS MIMBRES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;25;25;0
CAMARA;CORDOBA;23;23189;CIENAGA DE ORO;99;9;LOS MIMBRES;6;23189_Z99P9M6_LOS MIMBRES;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;18;18;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;1;23300_Z0P0M1_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;9;9;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;10;23300_Z0P0M10_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;12;12;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;11;23300_Z0P0M11_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;10;10;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;12;23300_Z0P0M12_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;17;17;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;13;23300_Z0P0M13_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;14;14;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;14;23300_Z0P0M14_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;15;23300_Z0P0M15_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;10;10;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;16;23300_Z0P0M16_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;21;21;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;17;23300_Z0P0M17_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;8;8;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;18;23300_Z0P0M18_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;19;23300_Z0P0M19_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;15;15;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;2;23300_Z0P0M2_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;10;10;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;20;23300_Z0P0M20_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;12;12;0
CAMARA;CORDOBA;23;23300;COTORRA (BONGO);0;0;PUESTO CABECERA MUNICIPAL;21;23300_Z0P0M21_PUESTO CABECERA MUNICIPAL;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;9;9;0
