NCircunscripcion;NDepto;CodDepto;CodMpio;NMpio;ZZ;PP;Npuesto;mesa;X;partido;candidato;votos;Votos Elias Vidal;Votos Tous de la Ossa
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;1;23001_Z1P1M1_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;10;23001_Z1P1M10_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;11;23001_Z1P1M11_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;12;23001_Z1P1M12_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;13;23001_Z1P1M13_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;14;23001_Z1P1M14_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;15;23001_Z1P1M15_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;16;23001_Z1P1M16_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;17;23001_Z1P1M17_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;18;23001_Z1P1M18_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;19;23001_Z1P1M19_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;2;23001_Z1P1M2_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;20;23001_Z1P1M20_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;21;23001_Z1P1M21_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;22;23001_Z1P1M22_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;23;23001_Z1P1M23_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;25;23001_Z1P1M25_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;26;23001_Z1P1M26_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;28;23001_Z1P1M28_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;29;23001_Z1P1M29_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;3;23001_Z1P1M3_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;32;23001_Z1P1M32_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;4;23001_Z1P1M4_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;5;23001_Z1P1M5_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;6;23001_Z1P1M6_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;7;23001_Z1P1M7_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;8;23001_Z1P1M8_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;1;IE RANCHO GRANDE;9;23001_Z1P1M9_IE RANCHO GRANDE;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;1;23001_Z1P2M1_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;10;23001_Z1P2M10_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;11;23001_Z1P2M11_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;12;23001_Z1P2M12_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;13;23001_Z1P2M13_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;14;23001_Z1P2M14_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;15;23001_Z1P2M15_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;16;23001_Z1P2M16_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;17;23001_Z1P2M17_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;18;23001_Z1P2M18_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;19;23001_Z1P2M19_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;2;23001_Z1P2M2_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;20;23001_Z1P2M20_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;3;23001_Z1P2M3_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;7;7;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;4;23001_Z1P2M4_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;5;23001_Z1P2M5_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;6;23001_Z1P2M6_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;7;23001_Z1P2M7_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;7;7;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;8;23001_Z1P2M8_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;2;IE LA RIVERA;9;23001_Z1P2M9_IE LA RIVERA;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;1;23001_Z1P3M1_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;11;23001_Z1P3M11_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;12;23001_Z1P3M12_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;13;23001_Z1P3M13_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;16;23001_Z1P3M16_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;17;23001_Z1P3M17_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;18;23001_Z1P3M18_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;19;23001_Z1P3M19_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;2;23001_Z1P3M2_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;20;23001_Z1P3M20_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;21;23001_Z1P3M21_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;22;23001_Z1P3M22_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;23;23001_Z1P3M23_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;26;23001_Z1P3M26_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;27;23001_Z1P3M27_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;28;23001_Z1P3M28_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;4;23001_Z1P3M4_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;5;23001_Z1P3M5_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;6;23001_Z1P3M6_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;7;23001_Z1P3M7_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;8;23001_Z1P3M8_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;3;IE EL DORADO;9;23001_Z1P3M9_IE EL DORADO;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;1;23001_Z1P4M1_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;10;23001_Z1P4M10_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;11;23001_Z1P4M11_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;12;23001_Z1P4M12_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;13;23001_Z1P4M13_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;14;23001_Z1P4M14_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;17;23001_Z1P4M17_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;18;23001_Z1P4M18_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;2;23001_Z1P4M2_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;3;23001_Z1P4M3_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;5;23001_Z1P4M5_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;6;23001_Z1P4M6_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;7;23001_Z1P4M7_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;8;23001_Z1P4M8_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;4;IE NORMAL SUPERIOR - JUAN XXII;9;23001_Z1P4M9_IE NORMAL SUPERIOR - JUAN XXII;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;1;23001_Z1P5M1_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;2;23001_Z1P5M2_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;3;23001_Z1P5M3_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;4;23001_Z1P5M4_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;6;6;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;5;23001_Z1P5M5_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;6;23001_Z1P5M6_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;7;23001_Z1P5M7_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;8;23001_Z1P5M8_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;1;5;IE MINUTO DE DIOS;9;23001_Z1P5M9_IE MINUTO DE DIOS;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;1;23001_Z2P1M1_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;2;2;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;10;23001_Z2P1M10_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;5;5;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;11;23001_Z2P1M11_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;4;4;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;12;23001_Z2P1M12_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;3;3;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;13;23001_Z2P1M13_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;14;23001_Z2P1M14_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;15;23001_Z2P1M15_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;16;23001_Z2P1M16_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;17;23001_Z2P1M17_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
CAMARA;CORDOBA;23;23001;MONTERIA;2;1;COLEGIO COMFACOR;18;23001_Z2P1M18_COLEGIO COMFACOR;PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U;JULIO ALBERTO ELIAS VIDAL;1;1;0
